415109222	418852754	0
415109222	418852755	0
415109222	418862066	0
415109222	418862067	0
415109222	418880838	0.000404367
415109222	418880839	0.000422833
415109222	419037382	0
415109222	419037383	0
415109222	419037444	0.000444444
415109222	419037445	0
415109222	419047330	0
415109222	419047331	0
415109222	419051222	0
415109222	419051223	0
415109222	419051540	0
415109222	419051541	0
415109222	419058142	0.00040404
415109222	419058143	0.000402253
415109222	419059314	0
415109222	419059315	0
415109222	419071232	0
415109222	419071233	0
415109222	419076418	0.000343407
415109222	419076419	0
415109222	419081198	0
415109222	419081199	0
415109222	419087848	0
415109222	419087849	0
415109222	419096604	0
415109222	419096605	0
415109222	419099920	0
415109222	419099921	0.000479846
415109222	419104838	0
415109222	419104839	0
415109222	419108976	0
415109222	419108977	0
415109222	419109752	0
415109222	419109753	0
415109222	419116290	0
415109222	419116291	0
415109222	419118462	0.000886525
415109222	419118463	0.000908678
415109222	419124358	0
415109222	419124359	0
415109222	419127078	0
415109222	419127079	0
415109222	419129112	0
415109222	419129113	0
415109222	419142324	0.00021645
415109222	419142325	0.000215843
415109222	419143478	0.000408664
415109222	419143479	0.000408664
415109222	419147194	0
415109222	419147195	0
415109222	419147752	0
415109222	419147753	0
415109222	419149626	0
415109222	419149627	0
415109222	419156434	0
415109222	419156435	0
415109222	419157084	0
415109222	419157085	0
415109222	419162132	0
415109222	419162133	0
415109222	419163016	0
415109222	419163017	0
415109222	419163758	0
415109222	419163759	0.000541126
415109222	419169510	0.000401929
415109222	419169511	0
415109222	419171852	0
415109222	419171853	0
415109222	419176432	0
415109222	419176433	0
415109222	419185189	0.0004914
415109222	419185190	0.000452899
415109222	419185381	0
415109222	419185382	0
415109222	419186563	0
415109222	419186564	0
415109222	419191985	0.000445236
415109222	419191986	0.000462321
415109222	419193203	0
415109222	419193204	0
415109222	419194493	0
415109222	419194494	0
415109222	419198623	0
415109222	419198624	0
415109222	419201525	0
415109222	419201526	0
415109222	419204445	0
415109222	419204446	0
415109222	419204885	0
415109222	419204886	0
415109222	419205207	0.000445434
415109222	419205208	0
415109222	419206251	0.000852515
415109222	419206252	0.00055991
415109222	419207921	0
415109222	419207922	0
